FIPS,prevalence of diabetes,prevalence of obesity,prevalence of physical inactivity
42081,10.7,31.5,25.166666666666668
42083,10.4,31.9,25.5
42085,12.2,31.7,26.133333333333336
42087,12.5,32.0,27.2
42089,11.2,28.8,24.900000000000002
42091,7.4,24.6,18.5
42093,12.4,32.5,24.26666666666667
42095,11.2,28.6,25.233333333333334
42097,12.1,35.3,28.53333333333333
42099,10.3,33.0,28.03333333333333
42101,11.5,29.8,26.3
42103,10.5,29.1,21.900000000000002
42105,12.1,32.4,29.566666666666666
42107,11.4,35.1,28.666666666666668
42109,9.9,32.5,23.333333333333332
42111,12.5,37.7,28.700000000000003
42113,13.1,31.1,29.53333333333333
42115,10.1,30.4,23.2
42117,12.0,30.3,26.0
42119,10.2,28.2,25.0
42121,13.2,34.7,25.0
42123,12.5,33.6,22.266666666666666
42125,11.8,28.3,25.366666666666664
42127,12.6,33.1,24.066666666666666
42129,11.8,30.0,25.53333333333333
42131,10.8,33.4,24.566666666666666
42133,11.3,33.3,22.3
44001,8.8,22.9,20.866666666666667
44003,9.9,28.8,22.599999999999998
44005,8.5,23.1,18.166666666666668
44007,9.9,28.2,26.0
44009,9.1,23.9,18.633333333333336
45001,17.0,35.2,30.233333333333334
45003,12.8,31.9,25.233333333333334
45005,19.2,41.1,33.266666666666666
45007,13.2,33.9,29.333333333333332
45009,17.0,40.3,32.666666666666664
45011,17.3,36.8,30.366666666666664
45013,9.8,22.0,15.800000000000002
45015,13.5,35.0,24.76666666666667
45017,18.6,35.3,30.066666666666666
45019,11.1,24.6,20.566666666666666
45021,14.4,36.5,32.56666666666666
45023,13.8,36.1,29.399999999999995
45025,14.8,34.8,30.46666666666667
45027,17.2,42.3,28.7
45029,16.5,39.0,30.833333333333332
45031,14.6,37.7,32.36666666666667
45033,16.5,37.4,36.1
45035,10.4,33.9,22.633333333333336
45037,14.1,32.7,27.066666666666663
45039,18.6,41.3,28.633333333333336
45041,14.1,34.1,28.03333333333333
45043,14.4,30.8,27.666666666666668
45045,10.4,28.1,23.03333333333333
45047,13.2,33.5,25.3
45049,15.1,42.0,32.06666666666666
45051,11.1,29.8,23.5
45053,15.0,37.0,27.5
45055,12.6,31.7,29.2
45057,11.8,31.3,25.799999999999997
45059,15.0,40.8,32.93333333333333
45061,16.9,44.3,30.866666666666664
45063,9.9,33.4,24.5
45065,17.6,35.2,30.766666666666666
45067,17.2,39.9,32.199999999999996
45069,15.2,39.2,33.6
45071,15.7,35.5,27.3
45073,12.0,28.0,23.900000000000002
45075,15.1,41.9,27.666666666666668
45077,11.9,30.2,22.766666666666666
45079,11.1,32.6,22.333333333333332
45081,13.0,35.6,27.76666666666667
45083,12.8,30.5,26.46666666666667
45085,14.3,34.4,29.333333333333332
45087,15.6,36.9,33.4
45089,17.5,42.5,32.53333333333333
45091,12.0,29.4,21.333333333333332
46003,8.7,28.0,29.366666666666664
46005,9.4,32.0,25.833333333333332
46007,14.6,36.6,26.566666666666663
46009,9.4,29.6,25.46666666666667
46011,6.1,27.4,19.033333333333335
46013,8.4,32.2,23.23333333333333
46015,10.1,34.4,25.599999999999998
46017,16.2,42.0,30.2
46019,8.4,31.3,25.26666666666667
46021,9.9,30.9,29.83333333333334
46023,11.7,33.6,24.5
46025,10.4,30.6,26.066666666666666
46027,7.7,31.1,22.433333333333334
46029,8.3,31.2,22.96666666666667
46031,13.3,40.9,29.03333333333333
46033,10.7,29.7,22.5
46035,9.4,34.3,24.400000000000002
46037,11.2,30.8,25.766666666666666
46039,10.8,33.3,29.03333333333333
46041,15.6,39.9,30.3
46043,11.0,29.8,26.36666666666667
46045,9.0,29.1,25.633333333333336
46047,11.2,31.7,24.133333333333336
46049,9.8,29.3,28.600000000000005
46051,8.3,30.6,29.166666666666668
46053,10.4,32.2,28.233333333333334
46055,10.3,30.1,25.5
46057,9.7,30.8,24.36666666666667
46059,10.5,29.9,28.8
46061,8.3,28.9,24.566666666666666
46063,8.1,32.4,26.86666666666667
46065,9.5,28.3,21.5
46067,10.5,31.0,29.73333333333333
46069,10.5,30.5,27.866666666666664
46071,11.2,34.8,28.733333333333334
46073,9.9,27.8,28.066666666666666
46075,10.9,29.3,27.333333333333332
46077,10.0,33.8,28.0
46079,8.6,31.3,23.5
46081,7.3,25.7,21.333333333333332
46083,6.6,28.7,20.833333333333332
46085,10.4,33.5,25.066666666666666
46087,9.0,28.5,26.966666666666665
46089,11.8,27.3,27.0
46091,9.6,32.2,27.066666666666663
46093,8.4,27.0,24.3
46095,13.2,32.4,28.53333333333333
46097,10.6,31.4,25.833333333333332
46099,7.9,27.8,22.2
46101,11.0,32.9,24.599999999999998
46103,8.4,27.3,21.2
46105,10.1,32.8,31.333333333333332
46107,11.0,29.2,29.7
46109,12.0,32.0,25.333333333333332
46111,10.2,29.7,27.833333333333332
46113,15.8,42.9,24.3
46115,9.9,31.4,25.0
46117,9.8,33.4,27.099999999999998
46119,9.3,33.1,26.833333333333332
46121,18.2,38.0,27.433333333333334
46123,10.7,30.7,27.5
46125,8.4,32.9,30.599999999999998
46127,9.2,30.4,23.866666666666664
46129,10.7,28.4,28.96666666666667
46135,7.9,30.0,20.066666666666666
46137,16.5,42.0,27.23333333333333
47001,12.3,31.7,33.06666666666666
47003,11.5,32.1,37.733333333333334
47005,14.3,32.4,37.4
47007,12.5,32.7,36.833333333333336
47009,13.7,34.0,32.9
47011,14.3,34.9,35.166666666666664
47013,13.4,32.5,32.46666666666667
47015,12.9,33.3,33.666666666666664
47017,14.6,32.4,36.800000000000004
47019,14.2,31.8,33.36666666666667
47021,12.3,33.8,33.699999999999996
47023,14.7,32.0,28.366666666666664
47025,14.8,30.8,32.800000000000004
47027,13.9,31.3,33.4
47029,15.8,34.4,38.8
47031,13.1,35.9,35.96666666666667
47033,13.8,33.0,34.13333333333333
47035,18.2,29.2,31.5
47037,10.6,30.9,25.266666666666666
47039,15.0,36.3,36.833333333333336
47041,14.4,31.8,37.4
47043,12.6,35.9,37.46666666666666
47045,15.8,37.2,36.266666666666666
47047,17.6,31.1,32.699999999999996
47049,14.6,35.5,35.00000000000001
47051,13.1,30.9,32.300000000000004
47053,13.1,32.3,33.800000000000004
47055,14.4,32.1,30.166666666666668
47057,14.4,35.0,37.63333333333333
47059,12.3,29.8,36.833333333333336
47061,15.2,31.3,38.7
47063,13.9,30.8,31.833333333333332
47065,12.2,30.2,28.633333333333336
47067,13.0,30.6,38.166666666666664
47069,14.7,37.8,35.766666666666666
47071,13.8,31.9,34.43333333333333
47073,14.4,32.9,36.8
47075,15.3,38.4,35.199999999999996
47077,15.9,34.8,36.93333333333333
47079,14.0,33.7,38.166666666666664
47081,12.2,32.1,35.96666666666666
47083,15.2,33.2,33.46666666666667
47085,14.1,35.6,32.666666666666664
47087,13.8,34.7,38.13333333333333
47089,12.3,34.2,32.53333333333333
47091,14.1,29.2,34.06666666666666
47093,11.2,29.7,28.03333333333333
47095,13.5,37.5,32.43333333333333
47097,15.4,38.3,36.233333333333334
47099,14.2,34.0,35.03333333333333
47101,14.5,34.3,33.800000000000004
47103,14.2,32.1,35.333333333333336
47105,13.3,27.5,29.53333333333333
47107,14.1,33.7,36.5
47109,16.9,38.6,35.73333333333334
47111,14.2,34.2,32.800000000000004
47113,14.2,34.3,29.599999999999998
47115,15.9,32.9,35.36666666666667
47117,14.4,31.3,34.800000000000004
47119,11.9,33.6,31.633333333333336
47121,14.2,27.9,32.233333333333334
47123,14.7,35.5,35.36666666666667
47125,9.8,29.0,27.766666666666666
47127,14.0,32.0,33.26666666666666
47129,12.3,30.3,35.1
47131,15.5,33.6,37.4
47133,15.1,33.0,35.86666666666667
47135,16.3,31.4,34.46666666666667
47137,15.0,33.1,35.5
47139,13.7,34.9,35.333333333333336
47141,12.5,32.6,30.63333333333333
47143,13.7,30.4,38.06666666666667
47145,13.4,34.1,37.63333333333333
47147,12.8,35.6,32.800000000000004
47149,9.9,33.0,26.3
47151,13.4,28.9,40.13333333333333
47153,13.5,28.3,33.333333333333336
47155,12.2,30.6,36.4
47157,12.2,32.6,28.799999999999997
47159,13.6,36.8,32.96666666666667
47161,15.2,31.4,36.0
47163,14.4,30.1,34.86666666666667
47165,11.8,29.7,27.833333333333332
47167,13.5,35.4,35.7
47169,13.2,32.9,35.99999999999999
47171,14.7,33.4,34.733333333333334
47173,13.8,31.0,37.4
47175,14.6,32.1,34.333333333333336
47177,16.3,31.4,29.566666666666666
47179,12.9,32.2,31.133333333333336
47181,12.3,32.7,36.13333333333333
47183,14.7,30.9,34.46666666666667
47185,13.6,31.2,34.76666666666667
47187,9.2,25.9,22.233333333333334
47189,12.7,31.7,29.633333333333336
48001,11.7,31.6,27.03333333333333
48003,8.8,28.1,25.400000000000002
48005,12.9,37.5,28.399999999999995
48007,12.1,26.9,26.866666666666664
48009,10.6,27.1,27.3
48011,10.6,27.2,26.633333333333336
48013,10.8,27.9,27.46666666666667
48015,9.7,27.0,25.3
48017,9.5,26.7,27.0
48019,11.3,27.1,26.53333333333333
48021,9.7,33.1,26.599999999999998
48023,12.2,28.1,25.36666666666667
48025,8.7,29.3,23.900000000000002
48027,9.2,29.0,23.666666666666668
48029,8.9,27.3,20.666666666666668
48031,11.2,28.7,23.633333333333336
48033,11.3,27.3,26.96666666666667
48035,10.2,27.8,28.400000000000002
48037,12.7,32.4,29.866666666666664
48039,9.1,31.2,24.53333333333333
48041,7.6,28.4,20.6
48043,9.7,27.7,24.433333333333334
48045,11.2,26.4,26.53333333333333
48047,10.8,27.2,27.133333333333336
48049,9.5,25.2,28.399999999999995
48051,12.2,29.8,30.0
48053,10.0,30.0,27.8
48055,9.8,26.4,25.966666666666665
48057,11.6,29.1,24.633333333333336
48059,11.0,28.4,27.166666666666668
48061,9.3,33.2,23.333333333333332
48063,11.2,31.8,27.599999999999998
48065,11.0,28.4,28.8
48067,13.7,31.3,27.7
48069,9.3,28.1,25.26666666666667
48071,9.6,28.6,27.133333333333336
48073,11.6,30.1,31.400000000000002
48075,9.0,27.0,28.066666666666663
48077,11.2,29.4,30.46666666666667
48079,10.9,26.9,27.46666666666667
48081,12.6,28.1,29.600000000000005
48083,11.6,28.1,28.53333333333333
48085,7.9,24.6,19.5
48087,10.7,28.0,27.266666666666666
48089,11.3,28.5,27.333333333333332
48091,8.8,26.7,22.900000000000002
48093,10.8,28.3,28.7
48095,8.7,27.5,26.3
48097,10.3,29.2,25.46666666666667
48099,9.1,30.3,23.133333333333336
48101,12.3,27.4,28.066666666666666
48103,8.8,29.3,24.933333333333337
48105,9.9,27.9,26.933333333333337
48107,9.8,27.8,27.400000000000002
48109,10.0,27.6,26.2
48111,8.0,31.5,25.46666666666667
48113,9.1,27.6,24.0
48115,9.1,29.9,24.53333333333333
48117,8.7,29.4,26.833333333333332
48119,11.9,28.0,30.53333333333333
48121,8.0,22.1,20.8
48123,11.6,30.6,30.5
48125,9.9,26.6,28.266666666666666
48127,9.3,29.9,25.933333333333337
48129,11.1,27.6,26.3
48131,9.9,27.8,27.200000000000003
48133,12.2,28.2,29.8
48135,8.9,31.6,30.7
48137,11.8,27.1,26.900000000000002
48139,9.9,29.8,23.966666666666665
48141,9.5,28.4,23.266666666666666
48143,8.9,28.2,23.433333333333334
48145,11.5,29.8,30.166666666666668
48147,10.4,28.4,28.566666666666663
48149,11.6,27.1,28.833333333333332
48151,11.7,26.7,27.46666666666667
48153,11.4,26.8,26.96666666666667
48155,11.7,26.3,27.566666666666666
48157,8.4,23.9,21.3
48159,11.3,26.9,28.866666666666664
48161,11.0,28.5,26.633333333333336
48163,8.6,27.5,24.099999999999998
48165,8.9,30.6,25.03333333333333
48167,9.8,27.6,24.733333333333334
48169,8.3,27.5,25.53333333333333
48171,13.3,26.8,26.900000000000002
48173,9.6,26.8,24.433333333333334
48175,11.9,29.2,27.866666666666664
48177,12.0,29.5,29.8
48179,10.9,28.4,28.366666666666664
48181,9.3,28.9,26.46666666666667
48183,11.0,35.3,28.76666666666667
48185,11.9,29.1,28.5
48187,10.0,30.9,22.233333333333334
48189,10.3,30.6,28.8
48191,12.4,29.1,28.46666666666667
48193,11.8,30.0,29.03333333333333
48195,9.7,28.1,26.7
48197,10.9,28.5,27.466666666666665
48199,9.9,32.1,31.96666666666667
48201,8.5,27.2,21.333333333333332
48203,11.9,33.3,29.766666666666666
48205,9.6,27.3,25.633333333333336
48207,10.5,27.3,26.700000000000003
48209,8.7,23.8,19.266666666666666
48211,9.4,26.8,27.600000000000005
48213,10.9,30.2,30.600000000000005
48215,9.7,34.4,23.599999999999998
48217,10.1,28.7,24.366666666666664
48219,8.7,30.7,26.566666666666663
48221,11.7,26.5,26.2
48223,10.5,30.5,28.066666666666666
48225,11.3,28.3,31.933333333333334
48227,9.7,31.1,26.599999999999998
48229,10.0,26.3,25.599999999999998
48231,10.3,27.0,26.633333333333336
48233,10.5,31.1,28.46666666666667
48235,10.6,27.9,26.899999999999995
48237,9.7,26.9,24.333333333333332
48239,10.9,32.2,26.733333333333334
48241,13.2,29.1,29.3
48243,12.4,26.2,24.933333333333334
48245,10.8,33.2,29.666666666666668
48247,9.9,27.3,25.933333333333334
48249,9.2,28.5,26.233333333333334
48251,9.4,30.2,24.96666666666667
48253,9.0,27.4,28.066666666666666
48255,9.5,29.2,27.266666666666666
48257,9.2,27.2,29.099999999999998
48259,8.9,27.3,20.866666666666667
48261,9.2,26.4,25.666666666666668
48263,12.0,26.4,28.3
48265,13.4,26.7,26.833333333333332
48267,11.6,28.4,25.96666666666667
48269,10.5,27.5,27.099999999999998
48271,10.8,26.7,27.700000000000003
48273,9.2,28.0,25.933333333333337
48275,11.2,26.6,26.366666666666664
48277,11.6,32.7,32.0
48279,10.2,31.0,26.0
48281,10.2,28.2,27.0
48283,8.2,26.6,24.066666666666666
48285,11.7,32.0,29.2
48287,10.8,28.1,28.73333333333333
48289,13.8,29.5,30.53333333333333
48291,11.0,27.6,27.099999999999998
48293,11.8,33.9,30.5
48295,9.5,27.2,25.566666666666666
48297,10.8,27.6,30.0
48299,13.3,27.0,26.96666666666667
48301,10.5,29.0,24.2
48303,8.6,27.7,24.53333333333333
48305,10.4,28.4,27.866666666666664
48307,11.0,28.5,28.166666666666668
48309,9.0,28.6,26.76666666666667
48311,11.8,32.2,28.633333333333336
48313,9.1,28.8,26.933333333333334
48315,12.5,31.3,31.66666666666666
48317,8.8,27.1,27.5
48319,12.5,26.2,27.666666666666668
48321,11.2,31.9,25.166666666666668
48323,8.7,29.4,26.933333333333334
48325,11.2,32.2,25.53333333333333
48327,12.9,27.3,28.266666666666666
48329,8.6,30.9,25.86666666666667
48331,11.9,29.7,26.166666666666668
48333,11.7,26.1,26.0
48335,8.9,26.6,24.900000000000002
48337,10.7,25.9,25.333333333333332
48339,10.1,24.5,22.3
48341,9.0,29.9,26.366666666666664
48343,11.1,30.0,29.866666666666664
48345,13.0,26.8,28.133333333333336
48347,11.3,32.2,26.566666666666666
48349,10.1,28.4,27.366666666666664
48351,11.7,28.0,29.2
48353,10.4,29.0,27.73333333333333
48355,9.9,33.6,25.333333333333332
48357,8.2,28.7,26.96666666666667
48359,9.3,29.3,25.233333333333334
48361,8.9,29.5,29.233333333333334
48363,12.0,29.4,29.933333333333334
48365,10.9,30.7,28.7
48367,10.5,29.0,29.26666666666667
48369,9.4,29.4,26.2
48371,9.8,28.6,25.46666666666667
48373,10.8,29.4,29.766666666666666
48375,8.9,31.0,30.7
48377,10.3,26.1,27.76666666666667
48379,11.8,29.7,27.433333333333337
48381,8.2,26.6,25.766666666666666
48383,8.9,27.7,24.96666666666667
48385,12.1,27.6,27.5
48387,11.9,30.7,30.333333333333332
48389,8.1,28.3,26.96666666666667
48391,10.9,28.4,27.666666666666668
48393,10.3,26.6,26.233333333333334
48395,10.9,29.8,27.2
48397,8.9,25.3,27.066666666666666
48399,11.5,26.8,26.766666666666666
48401,10.8,30.8,26.399999999999995
48403,13.2,27.8,29.0
48405,13.7,32.3,28.599999999999998
48407,12.6,28.1,29.53333333333333
48409,10.5,33.0,28.633333333333336
48411,11.4,27.4,27.633333333333336
48413,9.8,27.5,25.96666666666667
48415,9.1,26.2,30.166666666666668
48417,10.4,28.3,27.7
48419,11.7,31.2,27.766666666666666
48421,10.0,27.5,26.566666666666666
48423,10.2,29.6,27.5
48425,10.7,27.6,27.233333333333334
48427,8.4,29.6,24.53333333333333
48429,10.0,27.0,25.53333333333333
48431,10.1,27.4,26.366666666666664
48433,12.0,27.0,27.7
48435,9.8,26.6,24.2
48437,9.9,27.7,28.53333333333333
48439,11.0,29.1,24.7
48441,9.2,30.8,23.866666666666664
48443,10.6,26.8,28.166666666666668
48445,9.8,29.2,27.900000000000002
48447,11.3,26.8,27.599999999999998
48449,9.5,30.9,25.7
48451,10.1,27.6,28.0
48453,6.4,20.3,15.533333333333333
48455,11.5,27.4,28.599999999999998
48457,12.3,31.0,28.666666666666668
48459,10.7,29.6,29.633333333333336
48461,9.6,26.9,26.3
48463,10.5,30.0,27.599999999999998
48465,8.7,30.0,27.26666666666667
48467,10.8,30.2,34.93333333333333
48469,10.3,34.3,27.233333333333334
48471,9.0,29.7,26.600000000000005
48473,12.0,33.6,27.433333333333334
48475,9.7,28.5,25.900000000000002
48477,11.8,29.6,25.600000000000005
48479,8.6,31.3,26.233333333333334
48481,10.2,31.9,28.633333333333336
48483,10.8,27.8,29.03333333333333
48485,12.3,31.1,28.73333333333333
48487,11.0,28.0,27.5
48489,8.3,27.6,25.866666666666664
48491,7.4,31.1,17.666666666666668
48493,9.7,31.4,25.599999999999998
48495,8.7,27.7,25.03333333333333
48497,10.4,30.9,23.900000000000002
48499,11.7,30.1,28.099999999999998
48501,8.6,26.7,26.633333333333336
48503,10.9,27.1,27.73333333333333
48505,8.3,26.3,25.7
48507,8.7,27.4,26.433333333333334
49001,7.9,25.7,26.53333333333333
49003,9.9,33.5,19.733333333333334
49005,5.6,21.8,14.966666666666667
49007,9.6,26.6,24.066666666666666
49009,10.1,26.1,21.03333333333333
49011,7.4,25.0,15.5
49013,8.0,27.6,24.033333333333335
49015,8.7,25.8,23.76666666666667
49017,9.7,32.5,22.733333333333334
49019,7.8,22.3,16.7
49021,6.8,23.3,18.866666666666667
49023,10.2,28.0,21.46666666666667
49025,9.8,26.1,22.866666666666664
49027,9.3,31.3,24.96666666666667
49029,8.3,22.0,17.599999999999998
49031,10.1,26.1,21.600000000000005
49033,8.7,26.4,19.3
49035,7.2,25.4,16.433333333333334
49037,10.6,26.7,25.0
49039,7.9,25.4,21.599999999999998
49041,9.5,29.9,23.599999999999998
49043,4.2,14.4,11.333333333333334
49045,9.2,31.7,20.6
49047,8.0,27.6,22.900000000000002
49049,5.5,24.4,14.633333333333335
49051,6.5,23.0,14.466666666666667
49053,7.8,23.7,17.6
49055,8.5,22.8,21.2
49057,8.3,28.4,17.733333333333334
50001,6.7,23.0,18.0
50003,8.8,24.1,20.033333333333335
50005,8.2,28.3,20.6
50007,6.5,19.8,14.733333333333334
50009,10.2,29.8,26.0
50011,8.1,27.5,24.0
50013,7.4,26.8,18.133333333333336
50015,7.0,25.2,18.400000000000002
50017,7.7,26.6,20.73333333333333
50019,9.3,28.5,24.666666666666668
50021,9.4,29.5,21.26666666666667
50023,8.3,23.0,17.1
50025,7.5,23.4,18.0
50027,8.1,24.0,18.433333333333334
51001,13.6,34.7,29.36666666666667
51003,7.6,22.6,19.2
51005,11.0,33.0,25.933333333333337
51007,11.8,29.0,27.899999999999995
51009,12.7,29.4,29.5
51011,11.6,29.3,26.200000000000003
51013,4.2,16.1,13.633333333333333
51015,11.6,34.0,24.366666666666664
51017,10.9,28.7,27.900000000000002
51019,11.1,33.1,24.866666666666664
51021,10.0,30.9,26.233333333333334
51023,11.1,25.6,22.666666666666668
51025,12.0,35.9,27.96666666666667
51027,14.6,31.8,30.433333333333337
51029,14.3,33.5,31.366666666666664
51031,11.0,31.5,27.7
51033,10.5,29.6,21.7
51035,12.3,29.1,26.7
51036,14.2,35.2,28.8
51037,12.0,33.5,27.166666666666668
51041,9.1,26.0,20.133333333333336
51043,10.7,26.8,22.76666666666667
51045,10.7,27.8,24.100000000000005
51047,10.6,31.8,23.866666666666664
51049,13.8,32.1,24.13333333333333
51051,10.4,35.1,28.633333333333336
51053,11.4,32.7,28.266666666666666
51057,14.1,32.7,28.166666666666668
51059,6.2,20.3,15.4
51061,10.3,25.5,22.733333333333334
51063,9.5,26.5,24.03333333333333
51065,11.1,27.6,22.633333333333336
51067,11.1,28.4,23.2
51069,9.3,31.7,23.166666666666668
51071,10.6,30.3,29.96666666666667
51073,11.1,34.5,24.0
51075,11.5,28.4,23.600000000000005
51077,11.0,30.3,31.833333333333332
51079,9.9,27.9,24.066666666666666
51081,14.1,32.7,28.266666666666666
51083,15.9,32.4,28.833333333333332
51085,9.4,27.4,21.333333333333332
51087,9.7,27.5,22.46666666666667
51089,15.1,32.3,35.93333333333334
51091,12.4,26.3,25.3
51093,12.6,29.3,25.2
51095,10.5,25.2,21.266666666666666
51097,12.2,30.1,27.23333333333333
51099,9.3,28.3,23.3
51101,10.3,26.3,28.233333333333334
51103,13.8,29.8,26.666666666666668
51105,12.1,29.4,28.933333333333334
51107,6.9,21.6,19.166666666666668
51109,10.9,32.4,26.5
51111,13.2,27.5,28.46666666666667
51113,11.4,29.1,25.099999999999998
51115,11.9,27.8,23.166666666666668
51117,13.7,30.9,27.433333333333337
51119,12.4,26.2,22.866666666666664
51121,6.8,24.2,19.3
51125,12.9,29.7,21.133333333333333
51127,9.9,28.2,22.53333333333333
51131,14.6,36.1,29.733333333333334
51133,14.8,26.3,24.73333333333333
51135,14.0,34.0,29.599999999999998
51137,10.1,28.3,26.46666666666667
51139,10.9,28.3,25.433333333333334
51141,12.5,30.9,26.7
51143,14.3,32.0,29.166666666666668
51145,10.7,30.0,24.5
51147,11.4,32.1,25.366666666666664
51149,12.3,33.2,25.46666666666667
51153,7.9,25.5,18.133333333333333
51155,13.7,33.0,26.46666666666667
51157,11.7,27.2,24.833333333333332
51159,11.6,29.9,23.833333333333332
51161,11.5,26.6,25.566666666666666
51163,11.4,24.8,28.166666666666668
51165,9.9,26.4,23.400000000000002
51167,11.5,28.9,30.433333333333334
51169,14.1,31.2,32.833333333333336
51171,10.5,26.6,22.7
51173,9.7,29.6,25.866666666666664
51175,12.6,31.1,31.166666666666668
51177,12.6,32.7,24.26666666666667
51179,8.3,29.6,21.53333333333333
51181,14.0,35.3,27.7
51183,13.5,35.9,26.666666666666668
51185,15.3,30.3,30.600000000000005
51187,10.6,29.2,19.96666666666667
51191,13.1,30.0,28.366666666666664
51193,13.5,30.7,30.46666666666667
51195,12.1,30.8,36.6
51197,12.1,31.3,27.0
51199,9.5,26.1,21.96666666666667
51510,6.2,20.1,15.266666666666666
51515,,,
51520,10.5,27.3,24.5
51530,9.7,25.9,23.3
51540,8.3,25.9,19.23333333333333
51550,10.2,32.3,21.166666666666664
51570,11.6,26.8,24.733333333333334
51580,10.7,26.4,24.933333333333334
51590,15.3,34.1,29.866666666666664
51595,13.4,29.7,28.5
51600,7.5,21.8,18.433333333333334
51610,10.2,27.5,21.366666666666664
51620,14.9,34.4,27.933333333333334
51630,8.9,28.8,22.166666666666668
51640,10.8,26.0,25.266666666666666
51650,12.4,34.8,25.066666666666666
51660,6.7,24.8,20.133333333333333
51670,13.6,31.8,26.8
51678,8.1,26.0,21.73333333333333
51680,11.3,27.1,22.3
51683,8.2,28.7,20.966666666666665
51685,7.9,28.3,23.100000000000005
51690,12.8,33.5,27.333333333333332
51700,12.7,32.3,26.133333333333336
51710,9.2,30.1,24.3
51720,9.6,26.2,23.5
51730,15.6,41.4,27.733333333333334
51735,11.5,24.7,22.166666666666668
51740,14.0,37.2,28.433333333333334
51750,6.9,29.6,20.3
51760,10.3,30.0,21.766666666666666
51770,11.9,31.9,25.900000000000002
51775,9.3,25.2,23.13333333333333
51790,10.2,27.1,24.833333333333332
51800,10.9,31.9,25.099999999999998
51810,8.0,27.9,19.9
51820,9.5,29.7,23.133333333333336
51830,8.9,26.0,23.333333333333332
51840,8.9,26.7,24.03333333333333
53001,11.0,34.4,24.5
53003,12.9,33.4,22.23333333333333
53005,9.5,31.5,18.433333333333334
53007,9.4,26.7,17.266666666666666
53009,11.4,26.3,19.566666666666666
53011,9.6,29.9,18.2
53013,11.9,30.0,23.8
53015,11.8,32.1,22.100000000000005
53017,8.6,28.7,19.266666666666666
53019,10.7,28.1,19.666666666666668
53021,7.1,30.1,18.8
53023,14.4,33.1,28.099999999999998
53025,9.0,34.3,27.333333333333332
53027,11.6,36.9,26.099999999999998
53029,9.4,27.4,18.0
53031,11.2,24.5,15.5
53033,6.8,22.2,14.299999999999999
53035,8.7,29.6,18.466666666666665
53037,7.9,28.9,17.0
53039,10.3,27.5,22.0
53041,9.5,32.8,21.96666666666667
53043,10.4,31.2,24.633333333333336
53045,11.1,30.5,23.13333333333333
53047,10.5,28.0,24.233333333333334
53049,12.6,31.6,25.900000000000002
53051,13.9,28.8,20.400000000000002
53053,9.4,30.0,19.766666666666666
53055,10.2,20.7,14.133333333333333
53057,9.1,26.4,18.23333333333333
53059,9.1,28.1,21.133333333333336
53061,9.9,29.4,18.3
53063,9.3,29.2,18.7
53065,10.6,30.6,21.900000000000002
53067,8.8,28.1,17.166666666666668
53069,12.8,31.4,23.233333333333334
53071,10.4,28.0,19.033333333333335
53073,7.9,23.1,15.9
53075,6.6,22.9,16.233333333333334
53077,10.2,29.6,23.599999999999998
54001,15.3,37.6,34.833333333333336
54003,10.5,34.3,27.099999999999998
54005,15.0,35.4,34.63333333333333
54007,15.9,32.5,33.199999999999996
54009,16.1,39.0,32.00000000000001
54011,13.5,30.5,30.5
54013,14.0,32.7,33.8
54015,14.6,32.6,38.56666666666666
54017,13.0,35.7,34.13333333333333
54019,14.0,35.6,35.26666666666667
54021,11.8,39.0,30.233333333333334
54023,15.7,38.9,35.666666666666664
54025,13.6,34.2,33.63333333333333
54027,13.4,33.8,30.2
54029,12.0,34.8,33.199999999999996
54031,15.4,37.0,34.86666666666667
54033,14.3,33.7,32.666666666666664
54035,13.2,31.7,29.7
54037,10.1,33.2,27.13333333333333
54039,14.1,32.7,29.066666666666663
54041,14.2,35.9,32.199999999999996
54043,15.7,39.9,38.0
54045,17.5,40.7,37.333333333333336
54047,17.6,42.1,38.6
54049,10.9,32.6,29.46666666666667
54051,14.0,35.2,27.233333333333334
54053,13.2,36.1,36.36666666666667
54055,15.5,37.4,33.6
54057,14.1,34.5,26.86666666666667
54059,13.2,40.3,39.46666666666667
54061,9.1,28.8,24.73333333333333
54063,13.7,30.9,31.566666666666666
54065,14.3,32.6,30.7
54067,15.7,38.2,37.233333333333334
54069,12.2,31.4,22.8
54071,14.3,36.0,31.266666666666666
54073,13.7,38.8,31.0
54075,13.8,31.4,26.666666666666668
54077,10.6,35.9,32.666666666666664
54079,11.7,34.6,28.099999999999998
54081,15.2,35.6,33.13333333333333
54083,12.7,34.8,29.03333333333333
54085,15.2,35.7,33.13333333333333
54087,16.1,36.2,33.4
54089,15.3,36.1,34.06666666666666
54091,11.8,37.0,35.73333333333333
54093,13.8,37.8,36.23333333333334
54095,13.7,32.6,35.800000000000004
54097,12.7,38.2,28.666666666666668
54099,16.5,37.7,35.099999999999994
54101,16.7,34.7,35.333333333333336
54103,13.0,33.0,33.833333333333336
54105,14.8,36.9,32.86666666666667
54107,14.0,35.9,31.3
54109,14.9,38.8,37.1
55001,12.8,34.0,24.133333333333336
55003,11.0,27.3,21.666666666666668
55005,9.0,31.6,24.666666666666668
55007,9.5,28.7,20.0
55009,9.3,28.4,20.3
55011,10.2,32.0,24.833333333333332
55013,10.6,28.7,24.900000000000002
55015,8.1,31.3,21.433333333333334
