FIPS,prevalence of diabetes,prevalence of obesity,prevalence of physical inactivity
18115,12.4,30.4,27.766666666666666
18117,11.6,35.4,32.766666666666666
18119,14.1,34.0,28.200000000000003
18121,12.5,33.6,32.03333333333333
18123,12.6,32.8,26.366666666666664
18125,12.6,36.4,30.0
18127,9.4,31.9,25.73333333333333
18129,12.7,29.1,27.26666666666667
18131,12.2,31.5,27.733333333333334
18133,10.0,31.5,30.166666666666668
18135,14.2,35.6,32.26666666666666
18137,13.7,32.7,26.666666666666668
18139,14.0,32.6,34.199999999999996
18141,9.9,30.0,24.933333333333334
18143,12.7,29.5,31.933333333333337
18145,11.4,33.1,30.933333333333334
18147,10.8,30.5,28.3
18149,13.6,36.1,33.96666666666667
18151,10.4,33.7,28.100000000000005
18153,13.0,32.9,33.6
18155,13.4,32.0,32.06666666666667
18157,6.9,26.4,24.266666666666666
18159,10.8,31.1,29.133333333333336
18161,12.8,30.0,32.4
18163,11.9,33.3,27.633333333333336
18165,14.3,33.1,30.866666666666664
18167,11.5,32.8,28.36666666666667
18169,13.9,31.6,33.333333333333336
18171,12.2,32.1,25.366666666666664
18173,10.9,29.4,24.833333333333332
18175,10.9,30.6,29.333333333333332
18177,11.5,29.6,28.833333333333332
18179,11.8,28.4,28.23333333333333
18181,14.5,34.7,26.933333333333334
18183,10.6,32.0,23.26666666666667
19001,11.6,32.4,30.53333333333333
19003,10.1,30.8,26.866666666666664
19005,9.1,33.6,23.53333333333333
19007,11.6,35.4,32.0
19009,11.7,31.2,27.633333333333336
19011,10.0,34.4,26.46666666666667
19013,9.5,29.9,23.53333333333333
19015,9.1,32.4,25.066666666666666
19017,9.4,32.4,23.633333333333336
19019,9.5,35.2,26.766666666666666
19021,10.1,33.0,24.7
19023,10.0,33.8,27.066666666666663
19025,10.7,32.4,24.566666666666666
19027,8.9,30.7,24.73333333333333
19029,10.7,35.2,26.46666666666667
19031,10.6,32.4,30.166666666666668
19033,10.4,33.2,27.46666666666667
19035,11.3,37.5,28.23333333333333
19037,10.4,32.7,24.5
19039,10.2,30.5,25.733333333333334
19041,9.3,33.8,24.433333333333334
19043,9.2,32.1,27.3
19045,12.1,33.4,27.03333333333333
19047,11.7,34.2,30.633333333333336
19049,8.4,29.8,25.900000000000002
19051,10.6,32.7,29.26666666666667
19053,9.7,33.1,25.233333333333334
19055,10.6,33.9,28.700000000000003
19057,11.1,31.3,26.433333333333334
19059,9.6,33.4,23.933333333333337
19061,9.6,28.5,21.666666666666668
19063,10.7,33.2,28.600000000000005
19065,10.4,37.7,28.233333333333334
19067,12.1,31.0,26.53333333333333
19069,10.2,32.6,25.599999999999998
19071,9.5,32.9,27.366666666666664
19073,10.4,29.6,28.733333333333334
19075,11.0,31.7,26.366666666666664
19077,9.4,35.9,29.133333333333336
19079,10.3,30.6,26.633333333333336
19081,9.9,35.4,26.399999999999995
19083,10.5,34.8,26.96666666666667
19085,11.7,32.3,26.933333333333334
19087,11.5,34.6,26.03333333333333
19089,10.3,31.1,27.2
19091,9.7,31.8,27.633333333333336
19093,10.1,28.2,28.066666666666666
19095,8.7,30.7,23.933333333333334
19097,11.7,33.1,26.100000000000005
19099,9.7,32.2,29.266666666666666
19101,10.6,27.5,22.26666666666667
19103,5.4,23.0,16.63333333333333
19105,10.2,37.6,24.5
19107,11.0,29.9,27.666666666666668
19109,11.0,32.7,26.233333333333334
19111,11.1,31.9,26.7
19113,10.3,31.0,22.433333333333334
19115,9.8,37.4,28.433333333333334
19117,11.6,33.8,27.866666666666664
19119,9.3,31.9,27.399999999999995
19121,10.0,34.2,25.26666666666667
19123,10.1,31.9,25.766666666666666
19125,9.8,33.1,23.100000000000005
19127,10.7,34.7,25.533333333333335
19129,10.9,34.7,27.866666666666664
19131,9.7,30.3,24.5
19133,11.8,32.8,28.566666666666666
19135,10.7,32.4,30.96666666666667
19137,10.5,37.6,28.7
19139,9.2,34.2,25.766666666666666
19141,9.6,31.6,21.633333333333336
19143,11.5,34.4,28.066666666666663
19145,12.0,35.3,27.53333333333333
19147,10.6,35.7,27.400000000000002
19149,9.8,32.2,24.833333333333332
19151,11.9,31.9,29.03333333333333
19153,8.6,29.2,20.966666666666665
19155,11.5,36.0,28.03333333333333
19157,10.5,32.1,22.666666666666668
19159,11.4,34.9,28.46666666666667
19161,10.4,33.0,25.53333333333333
19163,8.7,31.8,22.0
19165,11.0,29.4,29.833333333333332
19167,8.9,29.0,23.666666666666668
19169,6.7,27.1,19.099999999999998
19171,9.9,31.3,32.1
19173,10.2,30.9,23.53333333333333
19175,11.8,37.8,26.8
19177,9.9,35.7,28.5
19179,12.8,35.6,30.53333333333333
19181,10.4,31.1,27.133333333333336
19183,9.4,31.5,24.766666666666666
19185,11.6,33.3,25.2
19187,10.0,31.1,26.733333333333334
19189,9.7,28.6,29.400000000000002
19191,7.9,25.4,19.1
19193,10.1,34.3,26.833333333333332
19195,11.9,33.7,30.099999999999998
19197,10.7,34.4,29.333333333333332
20001,10.9,34.2,29.53333333333333
20003,9.8,33.3,30.099999999999998
20005,8.7,33.1,28.7
20007,9.1,36.7,27.96666666666667
20009,9.5,35.4,27.599999999999998
20011,13.0,33.9,27.666666666666668
20013,11.7,29.6,31.066666666666666
20015,9.9,31.9,25.366666666666664
20017,11.9,28.3,27.633333333333336
20019,12.6,34.1,34.266666666666666
20021,12.2,37.0,31.933333333333337
20023,13.7,33.5,31.333333333333332
20025,11.8,31.2,27.933333333333334
20027,14.1,36.2,27.5
20029,12.6,29.9,28.53333333333333
20031,9.9,30.5,25.46666666666667
20033,11.1,33.6,26.366666666666664
20035,11.2,36.0,29.866666666666664
20037,11.5,33.0,26.066666666666666
20039,12.5,36.1,27.900000000000002
20041,11.0,31.9,28.166666666666668
20043,9.7,32.1,27.333333333333332
20045,6.5,24.2,18.099999999999998
20047,10.6,32.9,28.566666666666666
20049,12.4,32.5,26.5
20051,8.9,31.6,24.8
20053,11.7,33.3,30.96666666666667
20055,9.5,35.2,23.13333333333333
20057,8.7,30.6,30.100000000000005
20059,8.9,33.8,30.0
20061,7.9,32.7,26.266666666666666
20063,11.9,30.2,26.066666666666666
20065,11.1,28.9,26.799999999999997
20067,7.8,35.6,25.23333333333333
20069,9.3,36.0,24.26666666666667
20071,10.7,32.6,27.3
20073,12.8,32.7,28.3
20075,8.9,37.1,22.600000000000005
20077,11.0,34.2,33.36666666666667
20079,10.3,31.0,25.633333333333336
20081,9.8,33.9,27.266666666666666
20083,13.7,32.0,27.333333333333332
20085,10.4,33.4,28.866666666666664
20087,10.0,29.9,22.86666666666667
20089,13.0,29.6,28.933333333333334
20091,7.5,24.8,17.3
20093,9.8,28.7,26.733333333333334
20095,13.5,32.2,30.133333333333336
20097,10.3,32.8,27.3
20099,11.3,34.0,31.633333333333336
20101,11.8,30.8,25.666666666666668
20103,10.3,32.8,25.7
20105,10.4,31.2,24.2
20107,12.0,31.6,29.8
20109,13.5,31.1,27.666666666666668
20111,10.4,34.7,23.333333333333332
20113,9.5,29.2,25.166666666666668
20115,9.4,30.9,25.53333333333333
20117,9.5,32.6,26.766666666666666
20119,9.5,27.0,26.666666666666668
20121,11.0,34.1,25.833333333333332
20123,12.4,32.1,27.0
20125,14.3,35.1,28.900000000000002
20127,12.3,35.1,28.96666666666667
20129,11.1,31.9,31.333333333333332
20131,8.9,30.4,26.8
20133,12.2,33.5,29.0
20135,10.8,31.1,27.53333333333333
20137,10.7,32.4,25.066666666666666
20139,11.5,37.1,28.53333333333333
20141,12.1,33.2,27.433333333333337
20143,12.1,37.9,29.333333333333332
20145,12.8,30.3,24.933333333333334
20147,11.2,28.8,29.899999999999995
20149,10.5,31.3,23.8
20151,11.7,33.8,24.900000000000002
20153,12.3,32.3,31.400000000000002
20155,11.9,35.7,25.8
20157,10.8,30.9,33.5
20159,11.3,32.6,25.76666666666667
20161,5.6,23.8,16.8
20163,10.5,32.8,29.599999999999998
20165,11.2,32.6,28.833333333333332
20167,11.6,30.4,23.933333333333334
20169,11.3,35.1,25.7
20171,9.7,32.1,28.5
20173,10.8,31.4,24.0
20175,8.3,38.6,26.96666666666667
20177,10.7,32.9,23.7
20179,11.8,31.5,27.8
20181,9.4,29.9,29.833333333333332
20183,10.6,34.1,28.5
20185,11.9,32.5,31.96666666666667
20187,11.1,31.3,31.46666666666667
20189,10.0,34.8,29.233333333333334
20191,11.1,31.1,29.46666666666667
20193,8.7,35.0,25.066666666666663
20195,11.1,29.7,26.733333333333334
20197,9.7,30.9,23.96666666666667
20199,11.7,33.1,25.833333333333332
20201,12.7,30.7,30.066666666666666
20203,10.8,29.4,28.566666666666666
20205,13.6,32.9,27.2
20207,11.7,33.4,28.566666666666666
20209,11.9,36.2,31.833333333333332
21001,15.1,34.3,32.5
21003,13.7,33.9,33.1
21005,12.2,34.6,29.566666666666666
21007,13.2,34.2,33.4
21009,13.4,31.0,30.933333333333334
21011,14.1,30.4,31.599999999999998
21013,14.6,37.9,34.56666666666666
21015,11.9,32.5,23.733333333333334
21017,13.8,34.1,33.96666666666667
21019,15.7,38.5,30.366666666666664
21021,11.2,32.2,28.53333333333333
21023,14.6,32.4,29.8
21025,15.7,41.6,33.13333333333333
21027,14.8,36.6,35.43333333333333
21029,13.2,32.8,31.566666666666674
21031,14.1,33.2,35.5
21033,12.6,35.0,32.199999999999996
21035,10.3,30.1,21.13333333333333
21037,10.9,31.6,24.03333333333333
21039,13.1,33.4,30.26666666666667
21041,12.5,35.3,29.599999999999998
21043,14.3,38.9,35.66666666666667
21045,14.4,36.4,32.1
21047,10.8,36.5,30.7
21049,12.4,30.6,28.0
21051,14.1,38.0,32.06666666666666
21053,12.7,34.9,32.4
21055,13.9,33.8,32.333333333333336
21057,13.6,31.8,32.53333333333334
21059,11.3,30.4,24.833333333333332
21061,16.1,31.2,32.83333333333333
21063,13.2,33.7,36.63333333333333
21065,14.6,35.1,32.666666666666664
21067,9.0,27.3,21.5
21069,13.5,34.5,32.96666666666667
21071,13.4,37.6,37.56666666666666
21073,13.4,33.2,28.03333333333333
21075,14.6,32.0,32.06666666666666
21077,12.6,35.8,36.36666666666667
21079,12.8,30.5,31.8
21081,12.7,36.3,28.666666666666668
21083,10.7,30.1,28.733333333333334
21085,14.7,36.5,34.03333333333333
21087,13.3,38.1,31.666666666666668
21089,14.4,39.8,32.2
21091,13.9,34.5,27.433333333333334
21093,11.6,32.9,27.399999999999995
21095,16.9,36.5,39.300000000000004
21097,13.1,30.1,29.733333333333334
21099,13.1,37.1,34.76666666666667
21101,14.0,32.6,28.2
21103,11.4,31.6,32.46666666666667
21105,14.1,35.2,31.200000000000003
21107,13.3,35.0,29.599999999999998
21109,13.7,37.5,33.83333333333333
21111,11.9,31.6,25.600000000000005
21113,9.3,31.5,28.099999999999998
21115,15.3,37.2,34.13333333333333
21117,10.8,28.5,22.900000000000002
21119,16.1,40.2,37.93333333333334
21121,16.2,39.3,34.63333333333333
21123,13.7,33.6,30.599999999999998
21125,14.2,37.8,31.266666666666666
21127,17.7,42.2,37.53333333333333
21129,16.0,33.9,36.43333333333333
21131,16.0,43.2,35.13333333333333
21133,17.5,38.6,35.63333333333333
21135,14.6,38.3,36.4
21137,12.3,30.8,34.266666666666666
21139,12.3,29.7,31.066666666666663
21141,11.8,35.2,36.333333333333336
21143,14.3,33.3,30.933333333333334
21145,11.5,33.7,27.7
21147,15.6,34.3,30.366666666666664
21149,17.5,36.8,31.566666666666663
21151,10.5,32.2,27.899999999999995
21153,13.4,33.7,34.199999999999996
21155,11.1,30.6,26.03333333333333
21157,11.1,34.1,28.5
21159,13.9,39.3,33.03333333333334
21161,13.0,30.1,28.833333333333332
21163,11.6,35.9,27.5
21165,12.3,33.3,28.96666666666667
21167,12.2,35.8,29.600000000000005
21169,15.7,33.8,34.36666666666667
21171,13.3,29.9,27.400000000000002
21173,13.3,32.2,30.333333333333332
21175,14.7,35.5,33.800000000000004
21177,12.4,37.8,32.03333333333333
21179,11.3,32.4,29.3
21181,12.5,32.5,33.0
21183,16.0,37.2,32.86666666666667
21185,10.3,28.0,23.099999999999998
21187,11.4,30.0,33.733333333333334
21189,13.1,33.6,31.233333333333334
21191,15.0,32.4,31.933333333333334
21193,14.5,37.0,36.666666666666664
21195,16.1,38.9,34.1
21197,13.4,36.3,30.666666666666668
21199,13.4,33.6,32.06666666666667
21201,13.7,34.6,31.700000000000003
21203,13.2,36.0,34.26666666666667
21205,11.1,34.4,29.0
21207,12.2,34.6,35.233333333333334
21209,10.6,29.4,22.76666666666667
21211,11.6,33.0,30.03333333333333
21213,11.6,35.4,31.366666666666664
21215,12.3,30.3,28.0
21217,14.0,35.4,34.03333333333333
21219,12.2,33.7,34.96666666666667
21221,13.8,33.4,29.7
21223,12.8,34.0,29.23333333333333
21225,11.6,30.7,28.766666666666666
21227,9.2,31.6,26.366666666666664
21229,13.2,32.9,33.86666666666667
21231,14.2,37.1,34.3
21233,13.9,35.6,30.7
21235,13.5,36.3,34.4
21237,12.6,32.3,33.1
21239,12.4,29.5,29.866666666666664
22001,12.9,33.1,37.23333333333333
22003,11.2,34.4,32.3
22005,11.0,31.3,27.433333333333334
22007,14.4,34.8,30.433333333333337
22009,14.2,37.0,35.86666666666667
22011,12.6,35.8,29.7
22013,14.0,38.2,35.1
22015,12.0,34.7,26.099999999999998
22017,12.0,34.3,30.83333333333333
22019,11.6,32.3,32.06666666666667
22021,12.1,36.3,33.666666666666664
22023,11.7,31.5,27.46666666666667
22025,11.0,35.3,33.06666666666666
22027,12.0,37.0,31.5
22029,14.5,38.3,36.300000000000004
22031,14.1,38.9,33.26666666666666
22033,11.6,32.9,25.03333333333333
22035,16.3,42.1,36.43333333333334
22037,17.2,42.1,31.599999999999998
22039,12.3,41.9,31.933333333333337
22041,13.5,38.0,36.733333333333334
22043,12.0,33.8,29.76666666666667
22045,12.9,36.1,32.86666666666667
22047,12.7,39.7,31.46666666666667
22049,13.6,34.8,35.0
22051,11.6,35.4,29.400000000000002
22053,13.2,36.3,33.0
22055,10.1,31.1,24.933333333333334
22057,10.9,36.9,33.400000000000006
22059,12.6,33.2,29.46666666666667
22061,10.2,37.3,27.599999999999998
22063,12.4,34.4,29.366666666666664
22065,11.1,41.8,31.666666666666668
22067,16.0,39.4,36.56666666666667
22069,13.0,34.7,30.23333333333333
22071,11.9,31.9,25.833333333333332
22073,11.8,35.7,31.73333333333333
22075,10.6,33.5,30.566666666666666
22077,11.5,35.3,31.46666666666667
22079,13.2,35.7,31.299999999999997
22081,13.0,40.3,37.0
22083,13.8,37.1,34.9
22085,14.8,39.1,33.266666666666666
22087,13.8,35.5,34.233333333333334
22089,11.3,35.9,30.3
22091,15.8,40.6,34.23333333333333
22093,14.6,37.0,33.300000000000004
22095,14.4,35.8,31.96666666666667
22097,13.9,39.6,32.9
22099,10.7,34.2,31.333333333333332
22101,15.0,38.0,33.300000000000004
22103,9.6,27.8,23.633333333333336
22105,11.9,39.1,33.166666666666664
22107,16.3,34.8,36.93333333333333
22109,11.7,39.5,33.56666666666667
22111,15.6,34.4,32.699999999999996
22113,10.9,31.2,31.433333333333334
22115,12.3,36.6,29.166666666666668
22117,15.0,37.4,34.300000000000004
22119,12.9,35.8,35.0
22121,14.2,40.2,30.666666666666668
22123,15.5,36.0,34.166666666666664
22125,12.2,34.5,27.900000000000002
22127,12.5,37.7,33.0
23001,11.2,33.2,23.7
23003,13.3,34.1,28.399999999999995
23005,7.9,22.7,15.6
23007,9.4,30.2,21.166666666666668
23009,8.5,24.3,18.76666666666667
23011,10.8,30.9,21.26666666666667
23013,7.5,23.1,18.533333333333335
23015,9.0,24.6,20.166666666666668
23017,10.9,31.4,23.166666666666668
23019,10.5,30.3,23.866666666666664
23021,12.3,33.3,26.566666666666666
23023,9.4,25.1,19.53333333333333
23025,11.5,35.0,26.8
23027,9.8,28.3,23.433333333333334
23029,11.4,28.5,28.133333333333336
23031,9.7,27.6,19.5
24001,12.8,32.3,29.433333333333337
24003,9.3,29.1,21.266666666666666
24005,10.4,28.8,24.900000000000002
24009,9.1,29.7,22.0
24011,11.9,35.0,29.96666666666667
24013,9.5,27.9,21.133333333333333
24015,11.2,33.7,26.833333333333332
24017,11.4,36.0,22.333333333333332
24019,15.5,35.7,30.566666666666666
24021,9.0,29.1,19.466666666666665
24023,12.2,30.6,28.96666666666667
24025,9.4,27.9,22.066666666666663
24027,7.5,21.7,17.566666666666666
24029,9.9,28.1,24.433333333333334
24031,7.6,20.1,16.8
24033,11.8,33.4,22.933333333333334
24035,9.9,28.9,22.23333333333333
24037,11.0,32.0,23.066666666666663
24039,13.7,42.2,31.0
24041,11.4,29.3,21.3
24043,12.8,33.8,26.566666666666666
24045,12.3,35.9,26.900000000000002
24047,13.6,29.4,26.3
24510,12.3,33.7,28.26666666666667
25001,8.6,19.9,16.766666666666666
25003,9.7,23.7,19.3
25005,11.1,28.3,26.03333333333333
25007,8.0,22.0,18.733333333333334
25009,10.3,25.5,20.46666666666667
25011,8.3,21.0,17.666666666666668
25013,11.1,27.5,25.833333333333332
25015,6.8,18.9,15.533333333333333
25017,8.3,22.6,20.633333333333336
25019,8.1,20.0,17.233333333333334
25021,8.6,20.5,18.599999999999998
25023,10.7,27.8,23.833333333333332
25025,7.5,21.3,19.166666666666668
25027,9.7,27.0,21.866666666666664
26001,14.0,31.1,25.633333333333336
26003,11.0,29.8,23.53333333333333
26005,10.3,30.2,23.066666666666666
26007,11.4,32.1,21.900000000000002
26009,12.9,32.2,23.8
26011,14.6,34.0,23.933333333333337
26013,11.0,32.5,22.333333333333332
26015,9.6,31.2,21.666666666666668
26017,11.3,35.4,24.366666666666664
26019,12.6,28.7,19.900000000000002
26021,12.5,34.8,27.366666666666664
26023,10.0,31.8,26.366666666666664
26025,12.5,33.9,26.166666666666668
26027,12.2,35.3,24.599999999999998
26029,10.0,28.6,20.066666666666666
26031,12.1,33.2,26.799999999999997
26033,12.1,34.6,26.8
26035,11.9,33.8,30.133333333333336
26037,10.6,31.6,20.599999999999998
26039,11.1,30.4,24.333333333333332
26041,12.3,32.1,23.633333333333336
26043,12.7,30.1,21.3
26045,11.4,35.7,25.066666666666666
26047,9.2,29.8,18.0
26049,12.2,33.0,27.166666666666668
26051,13.8,34.7,30.633333333333336
26053,11.4,31.3,23.166666666666668
26055,9.0,26.8,19.833333333333336
26057,9.9,33.6,29.666666666666668
26059,11.0,32.0,24.833333333333332
26061,9.7,30.7,22.03333333333333
26063,10.8,31.5,26.100000000000005
26065,9.2,30.4,19.166666666666668
26067,10.3,38.0,21.3
26069,12.9,33.2,25.0
26071,13.0,29.1,20.8
26073,8.5,30.9,21.733333333333334
26075,11.3,33.7,21.933333333333334
26077,7.8,30.6,18.900000000000002
26079,13.0,31.6,23.633333333333336
26081,9.2,28.7,20.23333333333333
26083,12.6,30.9,22.8
26085,13.0,32.0,22.26666666666667
26087,10.7,30.3,23.833333333333332
26089,12.7,26.6,22.5
26091,11.2,30.8,23.866666666666664
26093,9.0,29.6,18.23333333333333
26095,12.0,32.6,23.8
26097,13.1,31.1,23.600000000000005
26099,9.9,33.3,22.900000000000002
26101,11.1,34.6,21.733333333333334
26103,10.1,29.2,17.7
26105,11.3,29.9,23.366666666666664
26107,10.2,35.0,25.166666666666668
26109,10.7,34.4,27.566666666666663
26111,9.5,30.5,23.0
26113,11.7,32.2,25.03333333333333
26115,11.1,33.8,22.066666666666663
26117,11.2,34.0,24.633333333333336
26119,12.5,28.9,25.03333333333333
26121,12.4,35.8,24.600000000000005
26123,10.6,34.0,23.133333333333336
26125,9.3,26.3,19.333333333333332
26127,13.0,34.8,22.0
26129,13.6,35.6,28.033333333333335
26131,13.3,33.0,23.433333333333334
26133,11.4,34.2,26.03333333333333
26135,13.0,33.5,22.599999999999998
26137,11.0,33.3,23.433333333333337
26139,7.8,27.6,18.966666666666665
26141,14.0,32.3,28.5
26143,14.4,34.2,25.53333333333333
26145,12.8,38.9,24.46666666666667
26147,11.2,33.0,24.0
26149,10.8,34.7,28.299999999999997
26151,10.2,31.3,23.5
26153,12.6,31.3,25.166666666666668
26155,11.3,32.4,21.066666666666666
26157,12.6,32.6,29.0
26159,11.8,33.5,25.400000000000002
26161,7.6,24.4,16.133333333333336
26163,12.0,33.5,25.96666666666667
26165,11.2,30.2,22.400000000000002
27001,11.5,29.9,26.23333333333333
27003,8.0,30.0,19.7
27005,8.9,32.6,23.533333333333335
27007,9.3,30.9,22.233333333333334
27009,7.9,29.3,20.133333333333336
27011,9.4,28.7,21.3
27013,6.8,33.7,18.966666666666665
27015,8.9,30.1,21.26666666666667
27017,9.5,30.1,18.933333333333334
27019,6.8,23.0,15.866666666666665
27021,10.2,26.5,23.96666666666667
27023,9.3,29.9,29.733333333333334
27025,8.4,29.8,22.26666666666667
27027,6.4,28.4,22.3
27029,10.0,31.0,22.866666666666664
27031,9.2,28.9,18.73333333333333
27033,10.2,31.7,29.8
27035,10.4,29.0,20.96666666666667
27037,6.9,26.6,16.400000000000002
27039,8.3,24.9,18.766666666666666
27041,7.6,30.0,21.099999999999998
27043,8.8,27.0,24.46666666666667
27045,8.5,25.1,22.533333333333335
27047,8.0,29.9,25.833333333333332
27049,9.8,32.2,21.266666666666666
27051,9.2,32.0,25.866666666666664
27053,6.8,22.8,16.599999999999998
27055,9.3,25.7,24.133333333333336
27057,8.2,24.9,22.0
27059,7.8,28.0,19.5
27061,8.9,32.2,21.899999999999995
27063,9.5,31.5,20.099999999999998
27065,10.2,29.9,23.233333333333334
27067,8.1,29.1,22.3
27069,9.7,27.8,26.366666666666664
27071,11.1,28.0,24.7
27073,10.1,28.8,24.76666666666667
27075,9.5,30.3,19.333333333333332
27077,9.4,30.4,25.400000000000002
27079,8.4,32.4,19.0
27081,9.3,28.3,24.266666666666666
27083,8.3,28.7,17.833333333333332
27085,9.2,31.1,21.033333333333335
27087,11.2,32.6,28.566666666666663
27089,9.7,29.7,24.166666666666668
27091,9.7,32.2,27.7
27093,10.6,30.4,24.2
27095,11.6,35.9,25.366666666666664
27097,8.2,34.3,23.399999999999995
27099,8.4,30.8,24.933333333333334
27101,11.3,29.8,22.7
27103,7.7,29.9,17.5
27105,7.8,28.8,27.133333333333336
27107,9.1,28.2,29.76666666666667
27109,7.0,25.6,18.666666666666668
27111,10.3,29.4,21.76666666666667
27113,8.3,27.5,22.03333333333333
27115,10.6,36.2,25.266666666666666
27117,9.3,28.4,25.166666666666668
27119,9.6,33.5,24.900000000000002
27121,9.5,32.1,26.8
27123,8.2,25.8,18.03333333333333
27125,8.7,32.8,23.099999999999998
27127,9.1,32.6,23.233333333333334
27129,8.2,29.5,23.53333333333333
27131,7.3,31.5,20.76666666666667
27133,9.5,28.4,22.133333333333336
27135,9.3,29.3,24.066666666666666
27137,9.8,27.1,19.0
27139,5.7,24.6,16.833333333333332
27141,7.1,28.8,20.766666666666666
27143,8.9,33.3,26.933333333333337
27145,7.6,27.6,19.9
27147,8.0,30.5,20.03333333333333
27149,7.9,33.5,21.0
27151,8.6,28.6,27.366666666666664
27153,8.1,30.4,25.366666666666664
27155,11.3,32.1,26.23333333333333
27157,7.7,32.2,20.633333333333333
27159,10.0,29.2,20.8
27161,6.8,33.7,22.599999999999998
27163,8.2,26.1,16.933333333333334
27165,7.9,26.9,23.96666666666667
27167,9.3,28.5,24.933333333333334
27169,8.1,28.9,21.3
27171,8.3,28.0,18.766666666666666
27173,9.2,29.0,21.733333333333334
28001,13.9,37.7,30.566666666666663
28003,14.3,37.9,37.5
28005,17.6,42.3,34.76666666666667
28007,15.4,39.2,36.96666666666667
28009,15.9,37.0,33.166666666666664
28011,16.5,37.5,33.86666666666667
28013,14.7,35.8,32.16666666666667
28015,16.8,34.2,35.46666666666667
28017,15.2,33.4,34.23333333333334
28019,15.8,31.7,34.46666666666667
28021,17.0,47.6,36.333333333333336
28023,14.9,34.8,35.800000000000004
28025,14.6,35.3,37.86666666666667
28027,16.8,42.9,37.26666666666667
28029,15.0,37.4,36.06666666666667
28031,16.3,36.3,33.833333333333336
28033,12.8,35.9,31.0
28035,11.1,34.4,31.333333333333332
28037,16.1,35.6,33.199999999999996
28039,13.1,34.2,32.36666666666667
28041,13.0,38.5,32.86666666666667
28043,14.5,38.9,34.9
28045,13.6,31.9,31.299999999999997
28047,13.4,32.3,28.933333333333334
28049,12.4,34.9,32.63333333333333
28051,17.5,46.1,36.0
28053,17.3,41.6,36.96666666666667
28055,15.5,34.4,33.36666666666667
28057,12.8,34.5,36.333333333333336
28059,14.3,32.0,29.100000000000005
28061,16.8,37.9,35.300000000000004
28063,16.9,44.5,36.833333333333336
28065,15.6,39.4,35.03333333333334
28067,14.6,38.4,34.96666666666667
28069,15.9,36.9,32.53333333333333
28071,10.4,34.3,29.099999999999998
28073,10.8,32.8,26.833333333333332
28075,13.3,32.3,34.26666666666667
28077,15.9,36.8,33.6
28079,13.5,40.9,35.03333333333333
28081,13.7,33.0,33.333333333333336
28083,16.1,44.0,34.9
28085,12.9,39.1,33.733333333333334
28087,13.6,34.3,29.46666666666667
28089,10.2,28.6,28.0
28091,13.6,34.2,33.766666666666666
28093,15.5,39.1,38.43333333333333
28095,14.2,38.0,35.833333333333336
28097,14.4,38.3,33.43333333333334
28099,13.4,37.5,34.53333333333333
28101,15.6,34.8,35.4
28103,17.7,40.6,38.800000000000004
28105,10.2,34.2,25.933333333333334
28107,14.5,36.0,37.599999999999994
28109,12.7,33.7,30.03333333333333
28111,11.8,37.2,35.96666666666667
28113,15.6,37.2,33.46666666666666
28115,13.5,31.1,34.1
28117,16.3,33.1,36.900000000000006
28119,15.4,41.5,35.199999999999996
28121,11.1,31.5,28.3
28123,15.1,33.7,33.4
28125,17.1,37.5,37.1
28127,13.9,37.7,36.833333333333336
28129,14.4,36.8,35.6
28131,12.4,35.8,31.366666666666664
28133,15.2,42.2,35.56666666666666
28135,15.3,39.6,34.13333333333333
28137,16.7,37.4,35.1
28139,12.8,33.9,36.46666666666667
28141,15.0,36.6,33.166666666666664
28143,16.2,40.7,38.53333333333333
28145,11.3,33.2,33.199999999999996
28147,17.0,38.3,34.733333333333334
28149,15.0,32.7,34.833333333333336
28151,14.9,38.9,36.96666666666667
28153,15.5,38.2,35.666666666666664
28155,14.7,33.9,33.666666666666664
28157,18.1,39.9,36.9
28159,15.0,36.4,38.36666666666667
28161,18.2,38.6,36.26666666666667
28163,14.3,38.8,35.6
29001,9.0,29.0,26.96666666666667
29003,9.9,29.3,29.933333333333334
29005,12.2,29.8,32.46666666666667
29007,11.7,34.7,28.133333333333336
29009,11.0,32.4,32.43333333333334
29011,13.9,35.3,29.766666666666666
29013,11.3,32.1,29.766666666666666
29015,13.9,31.2,30.63333333333333
29017,10.9,33.1,33.199999999999996
29019,7.5,28.4,19.3
29021,11.6,32.6,28.0
29023,11.7,35.1,29.566666666666666
29025,13.2,37.2,30.3
29027,10.0,34.3,29.46666666666667
29029,10.6,28.5,25.133333333333336
29031,11.3,31.9,27.866666666666664
29033,11.2,35.4,28.96666666666667
29035,11.2,31.1,29.8
29037,10.8,30.3,26.099999999999998
29039,13.0,31.0,31.266666666666666
29041,11.5,30.4,31.433333333333334
29043,10.5,29.1,25.099999999999998
29045,11.1,34.3,31.03333333333333
29047,10.4,29.3,23.233333333333334
29049,10.9,34.5,26.733333333333334
29051,10.1,30.7,21.8
29053,11.0,35.4,25.733333333333334
29055,10.4,32.4,27.099999999999998
29057,13.3,34.3,30.666666666666668
29059,12.1,33.7,28.799999999999997
29061,10.5,32.6,29.700000000000003
29063,12.1,36.1,30.46666666666667
29065,13.6,34.6,32.63333333333333
29067,11.9,32.5,32.4
29069,11.4,32.0,34.0
29071,10.5,30.4,30.533333333333335
29073,12.4,35.0,32.5
29075,11.9,28.7,27.433333333333334
