FIPS,clusters
26075,cluster_0
26077,cluster_0
26079,cluster_0
26081,cluster_0
26083,cluster_0
26085,cluster_0
26087,cluster_0
26089,cluster_0
26091,cluster_0
26093,cluster_0
26095,cluster_0
26097,cluster_0
26099,cluster_0
26101,cluster_0
26103,cluster_0
26105,cluster_0
26107,cluster_0
26109,cluster_0
26111,cluster_0
26113,cluster_0
26115,cluster_0
26117,cluster_0
26119,cluster_0
26121,cluster_0
26123,cluster_0
26125,cluster_0
26127,cluster_0
26129,cluster_0
26131,cluster_0
26133,cluster_0
26135,cluster_0
26137,cluster_0
26139,cluster_0
26141,cluster_0
26143,cluster_0
26145,cluster_0
26147,cluster_0
26149,cluster_0
26151,cluster_0
26153,cluster_0
26155,cluster_0
26157,cluster_0
26159,cluster_0
26161,cluster_0
26163,cluster_0
26165,cluster_0
27001,cluster_0
27003,cluster_0
27005,cluster_0
27007,cluster_0
27009,cluster_0
27011,cluster_0
27013,cluster_0
27015,cluster_0
27017,cluster_0
27019,cluster_0
27021,cluster_0
27023,cluster_0
27025,cluster_0
27027,cluster_0
27029,cluster_0
27031,cluster_0
27033,cluster_0
27035,cluster_0
27037,cluster_0
27039,cluster_0
27041,cluster_0
27043,cluster_0
27045,cluster_0
27047,cluster_0
27049,cluster_0
27051,cluster_0
27053,cluster_0
27055,cluster_0
27057,cluster_0
27059,cluster_0
27061,cluster_0
27063,cluster_0
27065,cluster_0
27067,cluster_0
27069,cluster_0
27071,cluster_0
27073,cluster_0
27075,cluster_0
27077,cluster_0
27079,cluster_0
27081,cluster_0
27083,cluster_0
27085,cluster_0
27087,cluster_0
27089,cluster_0
27091,cluster_0
27093,cluster_0
27095,cluster_0
27097,cluster_0
27099,cluster_0
27101,cluster_0
27103,cluster_0
27105,cluster_0
27107,cluster_0
27109,cluster_0
27111,cluster_0
27113,cluster_0
27115,cluster_0
27117,cluster_0
27119,cluster_0
27121,cluster_0
27123,cluster_0
27125,cluster_0
27127,cluster_0
27129,cluster_0
27131,cluster_0
27133,cluster_0
27135,cluster_0
27137,cluster_0
27139,cluster_0
27141,cluster_0
27143,cluster_0
27145,cluster_0
27147,cluster_0
27149,cluster_0
27151,cluster_0
27153,cluster_0
27155,cluster_0
27157,cluster_0
27159,cluster_0
27161,cluster_0
27163,cluster_0
27165,cluster_0
27167,cluster_0
27169,cluster_0
27171,cluster_0
27173,cluster_0
28001,cluster_3
28003,cluster_3
28005,cluster_3
28007,cluster_3
28009,cluster_1
28011,cluster_1
28013,cluster_3
28015,cluster_0
28017,cluster_0
28019,cluster_0
28021,cluster_1
28023,cluster_0
28025,cluster_3
28027,cluster_1
28029,cluster_3
28033,cluster_0
28035,cluster_0
28037,cluster_3
28039,cluster_0
28041,cluster_0
28043,cluster_3
28045,cluster_0
28047,cluster_0
28049,cluster_0
28051,cluster_1
28053,cluster_1
28055,cluster_0
28057,cluster_0
28059,cluster_0
28061,cluster_3
28063,cluster_1
28065,cluster_1
28067,cluster_3
28069,cluster_1
28071,cluster_0
28073,cluster_0
28075,cluster_0
28077,cluster_3
28079,cluster_0
28081,cluster_0
28083,cluster_1
28085,cluster_0
28087,cluster_0
28089,cluster_0
28091,cluster_0
28093,cluster_3
28095,cluster_3
28097,cluster_3
28099,cluster_0
28101,cluster_0
28103,cluster_1
28105,cluster_0
28107,cluster_3
28109,cluster_0
28111,cluster_0
28113,cluster_3
28115,cluster_0
28117,cluster_0
28119,cluster_1
28121,cluster_0
28123,cluster_0
28125,cluster_1
28127,cluster_3
28129,cluster_3
28131,cluster_0
28133,cluster_1
28135,cluster_1
28137,cluster_3
28139,cluster_0
28141,cluster_3
28143,cluster_1
28145,cluster_0
28147,cluster_3
28149,cluster_0
28151,cluster_1
28153,cluster_3
28155,cluster_0
28157,cluster_1
28159,cluster_3
28161,cluster_3
28163,cluster_1
29001,cluster_0
29003,cluster_0
29005,cluster_0
29007,cluster_0
29009,cluster_0
29011,cluster_3
29013,cluster_0
29015,cluster_0
29017,cluster_0
29019,cluster_0
29021,cluster_0
29023,cluster_0
29025,cluster_0
29027,cluster_0
29029,cluster_0
29031,cluster_0
29033,cluster_0
29035,cluster_0
29037,cluster_0
29039,cluster_0
29041,cluster_0
29043,cluster_0
29045,cluster_0
29047,cluster_0
29049,cluster_0
29051,cluster_0
29053,cluster_0
29055,cluster_0
29057,cluster_0
29059,cluster_0
29061,cluster_0
29063,cluster_0
29065,cluster_0
29067,cluster_0
29069,cluster_0
29071,cluster_0
29073,cluster_0
29075,cluster_0
29077,cluster_0
29079,cluster_0
29081,cluster_0
29083,cluster_0
29085,cluster_0
29087,cluster_0
29089,cluster_0
29091,cluster_0
29093,cluster_0
29095,cluster_0
29097,cluster_0
29099,cluster_0
29101,cluster_0
29103,cluster_0
29105,cluster_0
29107,cluster_0
29109,cluster_0
29111,cluster_0
29113,cluster_0
29115,cluster_0
29117,cluster_0
29119,cluster_0
29121,cluster_0
29123,cluster_0
29125,cluster_0
29127,cluster_0
29129,cluster_0
29131,cluster_0
29133,cluster_0
29135,cluster_0
29137,cluster_0
29139,cluster_0
29141,cluster_0
29143,cluster_0
29145,cluster_0
29147,cluster_0
29149,cluster_0
29151,cluster_0
29153,cluster_0
29155,cluster_0
29157,cluster_0
